Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
28-01-2025,ADB-4928-1573,brenda915@sbcglobal.net,tel10091,How To,Resolved,18,Shared Self-Help Article,Chat,2,AI Sold
28-01-2025,ADB-6517-9287,mary998@sbcglobal.net,tel10045,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,5,Not Interested
28-01-2025,ADB-9695-1499,brian156@gmail.com,tel10001,Update,Resolved,26,Remote Support,Phone,1,AI Sold
28-01-2025,ADB-6045-2954,james434@gmail.com,tel10032,How To,Resolved,17,Shared Self-Help Article,Chat,4,Not Interested
28-01-2025,ADB-7330-9100,kristy801@yahoo.com,tel10078,Download/ Install,Resolved,30,Remote Support,Phone,4,Already has AI
28-01-2025,ADB-4911-7841,kaitlin306@comcast.net,tel10069,Provisioning Issue,Resolved,27,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-9870-9547,april201@aol.com,tel10097,Activation Issue,Resolved,28,Remote Support,Chat,3,AI Sold
28-01-2025,ADB-3347-9113,kathleen721@comcast.net,tel10005,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,4,AI Sold
28-01-2025,ADB-2643-4907,nicholas70@yahoo.com,tel10066,Update,Resolved,15,Shared Self-Help Article,Chat,4,Already has AI
28-01-2025,ADB-8585-3399,earl968@sbcglobal.net,tel10039,How To,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-9389-9861,aaron914@gmail.com,tel10061,How To,Resolved,27,Remote Support,Chat,5,AI Sold
28-01-2025,ADB-2632-4680,mike556@yahoo.com,tel10019,Download/ Install,Resolved,27,Remote Support,Phone,2,Not Interested
28-01-2025,ADB-2358-1426,alicia529@sbcglobal.net,tel10002,Provisioning Issue,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-9473-5676,karen483@yahoo.com,tel10089,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,,Already has AI
28-01-2025,ADB-1073-9128,bradley576@gmail.com,tel10076,Update,Resolved,16,Shared Self-Help Article,Chat,1,Not Interested
28-01-2025,ADB-9567-2862,mark55@yahoo.com,tel10061,Provisioning Issue,Resolved,28,Remote Support,Chat,1,Already has AI
28-01-2025,ADB-1011-9746,gabriela15@sbcglobal.net,tel10065,How To,Resolved,18,Shared Self-Help Article,Chat,4,AI Sold
28-01-2025,ADB-7118-7158,judith194@aol.com,tel10018,Update,Resolved,25,Remote Support,Phone,4,Not Interested
28-01-2025,ADB-4504-5531,renee600@comcast.net,tel10088,Download/ Install,Resolved,25,Remote Support,Chat,1,Already has AI
28-01-2025,ADB-5835-5511,dustin809@comcast.net,tel10075,Update,Resolved,30,Remote Support,Chat,,AI Sold
28-01-2025,ADB-9304-9607,john345@outlook.com,tel10093,How To,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-5455-5714,edward468@bellsouth.net,tel10081,Update,Resolved,27,Remote Support,Chat,3,Not Interested
28-01-2025,ADB-9662-4822,troy904@aol.com,tel10011,Update,Resolved,16,Shared Self-Help Article,Phone,1,AI Sold
28-01-2025,ADB-9455-1671,rebekah957@aol.com,tel10096,Download/ Install,Resolved,29,Remote Support,Chat,,Already has AI
28-01-2025,ADB-4056-3757,morgan767@comcast.net,tel10036,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,4,AI Sold
28-01-2025,ADB-8914-7736,mary978@yahoo.com,tel10008,Update,Pending Customer Action,18,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-1224-6808,lisa116@gmail.com,tel10069,How To,Resolved,15,Shared Self-Help Article,Phone,5,Already has AI
28-01-2025,ADB-4444-9782,ryan47@comcast.net,tel10000,Activation Issue,Resolved,27,Remote Support,Chat,3,Not Interested
28-01-2025,ADB-6793-1940,kimberly315@gmail.com,tel10010,Download/ Install,Resolved,28,Remote Support,Phone,1,Already has AI
28-01-2025,ADB-9813-5213,chad364@sbcglobal.net,tel10083,Update,Resolved,28,Remote Support,Chat,5,Already has AI
28-01-2025,ADB-3129-3412,alan149@comcast.net,tel10040,Download/ Install,Resolved,28,Remote Support,Chat,2,Already has AI
28-01-2025,ADB-3810-5938,howard841@comcast.net,tel10025,Activation Issue,Callback Scheduled,20,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-1513-9867,justin546@sbcglobal.net,tel10077,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,1,AI Sold
28-01-2025,ADB-8433-3892,thomas896@bellsouth.net,tel10026,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,4,AI Sold
28-01-2025,ADB-7409-5570,kristen428@yahoo.com,tel10090,Update,Resolved,26,Remote Support,Chat,4,Not Interested
28-01-2025,ADB-8118-4171,bruce214@gmail.com,tel10016,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-4389-3308,kyle155@sbcglobal.net,tel10094,Provisioning Issue,Resolved,25,Remote Support,Chat,5,Already has AI
28-01-2025,ADB-6082-9236,stephen699@outlook.com,tel10071,Update,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-6306-8169,nathan854@comcast.net,tel10015,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,5,Not Interested
28-01-2025,ADB-4081-5362,brian302@outlook.com,tel10066,How To,Resolved,28,Remote Support,Phone,4,Not Interested
28-01-2025,ADB-1193-7379,jennifer131@bellsouth.net,tel10096,Download/ Install,Resolved,29,Remote Support,Phone,5,Already has AI
28-01-2025,ADB-1115-6701,raymond178@yahoo.com,tel10010,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,5,Already has AI
28-01-2025,ADB-5797-2168,david66@bellsouth.net,tel10067,Update,Resolved,17,Shared Self-Help Article,Phone,1,Not Interested
28-01-2025,ADB-4931-2278,dennis218@sbcglobal.net,tel10053,Update,Callback Scheduled,20,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-9549-7368,stephanie231@aol.com,tel10072,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
28-01-2025,ADB-4694-3868,charles362@comcast.net,tel10025,Download/ Install,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-7964-2054,kimberly679@outlook.com,tel10005,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,4,AI Sold
28-01-2025,ADB-3681-2079,shannon471@sbcglobal.net,tel10060,Update,Resolved,15,Shared Self-Help Article,Chat,5,AI Sold
28-01-2025,ADB-2251-6010,melinda203@outlook.com,tel10052,Activation Issue,Resolved,27,Remote Support,Chat,3,Not Interested
28-01-2025,ADB-8859-9934,erika535@aol.com,tel10098,Update,Resolved,20,Shared Self-Help Article,Chat,,AI Sold
28-01-2025,ADB-9694-4428,catherine790@comcast.net,tel10021,Download/ Install,Resolved,30,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-5228-9188,jeremy645@comcast.net,tel10002,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-5724-2741,jessica496@gmail.com,tel10070,Activation Issue,Resolved,27,Remote Support,Chat,,AI Sold
28-01-2025,ADB-9224-3512,michelle160@yahoo.com,tel10001,How To,Resolved,15,Shared Self-Help Article,Phone,1,Not Interested
28-01-2025,ADB-9411-4421,mary68@outlook.com,tel10073,Download/ Install,Resolved,27,Remote Support,Phone,,AI Sold
28-01-2025,ADB-3931-5340,william385@comcast.net,tel10005,Activation Issue,Resolved,25,Remote Support,Chat,5,Already has AI
28-01-2025,ADB-2036-2385,ann199@gmail.com,tel10092,How To,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
28-01-2025,ADB-4187-2723,mary491@comcast.net,tel10008,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,2,Already has AI
28-01-2025,ADB-9308-9552,rachel954@aol.com,tel10004,Download/ Install,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-5279-2914,daniel471@yahoo.com,tel10032,How To,Resolved,17,Shared Self-Help Article,Chat,5,Not Interested
28-01-2025,ADB-2622-7250,ricardo810@outlook.com,tel10039,How To,Resolved,18,Shared Self-Help Article,Chat,5,Not Interested
28-01-2025,ADB-1347-1360,zachary145@comcast.net,tel10088,Provisioning Issue,Resolved,29,Remote Support,Phone,,Already has AI
28-01-2025,ADB-7528-9670,jennifer915@outlook.com,tel10041,Activation Issue,Callback Scheduled,15,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-7849-2715,carrie573@outlook.com,tel10003,Provisioning Issue,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-9430-9027,tyler100@aol.com,tel10019,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,4,Already has AI
28-01-2025,ADB-8060-1854,travis124@bellsouth.net,tel10018,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,4,Not Interested
28-01-2025,ADB-4131-7834,ryan216@yahoo.com,tel10059,Update,Resolved,28,Remote Support,Phone,2,Not Interested
28-01-2025,ADB-9034-1658,carlos931@comcast.net,tel10087,Download/ Install,Resolved,30,Remote Support,Chat,,Not Interested
28-01-2025,ADB-1293-6897,charles538@sbcglobal.net,tel10070,Update,Resolved,16,Shared Self-Help Article,Chat,5,Not Interested
28-01-2025,ADB-6927-6369,heather473@aol.com,tel10078,Download/ Install,Pending Agent Action,15,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-3357-6930,bryan196@sbcglobal.net,tel10051,Update,Resolved,15,Shared Self-Help Article,Phone,2,AI Sold
28-01-2025,ADB-6988-7460,gregory855@sbcglobal.net,tel10095,Activation Issue,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-4730-3762,dustin925@gmail.com,tel10047,How To,Resolved,15,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-8608-4066,lauren849@bellsouth.net,tel10084,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,4,Not Interested
28-01-2025,ADB-3001-2664,christina273@yahoo.com,tel10035,Update,Resolved,17,Shared Self-Help Article,Chat,,AI Sold
28-01-2025,ADB-3777-1042,julia351@outlook.com,tel10013,How To,Resolved,20,Shared Self-Help Article,Phone,5,Not Interested
28-01-2025,ADB-6196-6682,erica358@aol.com,tel10068,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-9962-5232,michael170@comcast.net,tel10058,How To,Resolved,26,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-2491-5614,heather233@sbcglobal.net,tel10030,How To,Resolved,26,Remote Support,Phone,5,Already has AI
28-01-2025,ADB-8387-4756,anita595@gmail.com,tel10008,How To,Resolved,19,Shared Self-Help Article,Phone,1,Not Interested
28-01-2025,ADB-6885-5323,walter380@bellsouth.net,tel10099,Activation Issue,Pending Customer Action,17,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-2240-6607,veronica50@bellsouth.net,tel10094,Update,Resolved,16,Shared Self-Help Article,Chat,,Not Interested
28-01-2025,ADB-9634-2525,jermaine474@outlook.com,tel10061,Update,Resolved,29,Remote Support,Chat,1,Already has AI
28-01-2025,ADB-3365-3779,keith194@yahoo.com,tel10042,Provisioning Issue,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
28-01-2025,ADB-6900-9230,michael73@outlook.com,tel10013,How To,Resolved,16,Shared Self-Help Article,Chat,4,Not Interested
28-01-2025,ADB-8981-7866,jason276@gmail.com,tel10081,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,1,AI Sold
28-01-2025,ADB-3007-1100,pamela70@comcast.net,tel10038,Update,Resolved,29,Remote Support,Phone,5,Not Interested
28-01-2025,ADB-8960-1508,kristin519@gmail.com,tel10070,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,,AI Sold
28-01-2025,ADB-4321-4063,jonathan820@comcast.net,tel10040,Activation Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
28-01-2025,ADB-2045-9050,jesus263@aol.com,tel10096,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
28-01-2025,ADB-6153-6560,sarah235@comcast.net,tel10024,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,,Not Interested
28-01-2025,ADB-7513-4354,benjamin352@outlook.com,tel10070,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-1250-4930,kara88@aol.com,tel10056,Update,Resolved,27,Remote Support,Chat,1,AI Sold
28-01-2025,ADB-1203-4766,david305@bellsouth.net,tel10002,Provisioning Issue,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-9423-8669,rachel838@aol.com,tel10005,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,1,Already has AI
28-01-2025,ADB-4670-2222,brent446@sbcglobal.net,tel10082,How To,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
28-01-2025,ADB-3549-1604,john987@sbcglobal.net,tel10048,Activation Issue,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
28-01-2025,ADB-3144-5112,carol723@sbcglobal.net,tel10043,How To,Callback Scheduled,18,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-2919-1666,patricia664@sbcglobal.net,tel10035,How To,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
28-01-2025,ADB-1274-2901,sarah533@gmail.com,tel10053,Activation Issue,Resolved,25,Remote Support,Phone,,AI Sold
28-01-2025,ADB-9273-5378,april247@yahoo.com,tel10073,Activation Issue,Resolved,29,Remote Support,Phone,5,Already has AI
28-01-2025,ADB-3990-5570,jennifer176@yahoo.com,tel10078,How To,Resolved,29,Remote Support,Phone,4,Not Interested
28-01-2025,ADB-6909-6256,erin650@sbcglobal.net,tel10039,How To,Resolved,29,Remote Support,Phone,1,Not Interested
28-01-2025,ADB-8298-7935,donald911@outlook.com,tel10086,Update,Resolved,18,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-6753-2954,sandra721@comcast.net,tel10068,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-4592-4396,jermaine763@bellsouth.net,tel10030,Download/ Install,Resolved,18,Shared Self-Help Article,Chat,5,AI Sold
28-01-2025,ADB-5744-7383,joseph24@sbcglobal.net,tel10045,Activation Issue,Resolved,27,Remote Support,Chat,5,AI Sold
28-01-2025,ADB-7594-2023,emily974@aol.com,tel10086,Update,Resolved,18,Shared Self-Help Article,Phone,4,Already has AI
28-01-2025,ADB-1021-2876,april570@yahoo.com,tel10003,Download/ Install,Resolved,28,Remote Support,Chat,5,AI Sold
28-01-2025,ADB-4220-8775,julie191@yahoo.com,tel10066,Download/ Install,Resolved,30,Remote Support,Chat,2,Already has AI
28-01-2025,ADB-5869-7285,jennifer519@aol.com,tel10034,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,5,Already has AI
28-01-2025,ADB-6333-6466,kimberly977@outlook.com,tel10011,Update,Resolved,17,Shared Self-Help Article,Chat,3,Already has AI
28-01-2025,ADB-8556-2330,patrick906@gmail.com,tel10051,Activation Issue,Resolved,30,Remote Support,Phone,5,Already has AI
28-01-2025,ADB-1838-5747,daniel887@outlook.com,tel10030,Provisioning Issue,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-2855-7192,scott918@sbcglobal.net,tel10039,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,4,Not Interested
28-01-2025,ADB-6186-5805,james855@yahoo.com,tel10093,Update,Resolved,16,Shared Self-Help Article,Phone,2,Not Interested
28-01-2025,ADB-2523-1164,amanda303@sbcglobal.net,tel10030,Download/ Install,Resolved,30,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-4018-8167,elizabeth470@aol.com,tel10047,Update,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
28-01-2025,ADB-7598-6960,randy690@outlook.com,tel10042,Provisioning Issue,Resolved,27,Remote Support,Chat,1,Already has AI
28-01-2025,ADB-3365-3688,elizabeth436@aol.com,tel10053,Activation Issue,Resolved,25,Remote Support,Phone,1,Already has AI
28-01-2025,ADB-5738-4042,aaron324@yahoo.com,tel10065,Provisioning Issue,Resolved,30,Remote Support,Chat,4,Not Interested
28-01-2025,ADB-4736-4307,amanda152@bellsouth.net,tel10010,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,5,Already has AI
28-01-2025,ADB-7867-2401,stephanie376@outlook.com,tel10003,Download/ Install,Resolved,25,Remote Support,Chat,,Already has AI
28-01-2025,ADB-7592-4092,natalie394@outlook.com,tel10016,Update,Resolved,15,Shared Self-Help Article,Chat,2,AI Sold
28-01-2025,ADB-1980-5638,thomas400@sbcglobal.net,tel10073,How To,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
28-01-2025,ADB-9531-7123,dennis182@aol.com,tel10026,Provisioning Issue,Resolved,30,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-7458-4769,jessica187@outlook.com,tel10099,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,2,Not Interested
28-01-2025,ADB-4409-1534,clayton876@yahoo.com,tel10016,Download/ Install,Resolved,29,Remote Support,Chat,4,Not Interested
28-01-2025,ADB-1049-4514,samantha519@bellsouth.net,tel10015,Download/ Install,Resolved,29,Remote Support,Phone,5,Already has AI
28-01-2025,ADB-8295-2146,monica621@sbcglobal.net,tel10037,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,,Not Interested
28-01-2025,ADB-7695-7490,sean520@outlook.com,tel10042,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,5,Already has AI
28-01-2025,ADB-7759-7955,martin159@aol.com,tel10039,Download/ Install,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
28-01-2025,ADB-3420-1271,jennifer30@yahoo.com,tel10031,Provisioning Issue,Resolved,29,Remote Support,Phone,1,AI Sold
28-01-2025,ADB-1262-1257,mark331@bellsouth.net,tel10000,Download/ Install,Resolved,28,Remote Support,Phone,4,Not Interested
28-01-2025,ADB-5796-6646,richard855@yahoo.com,tel10041,Update,Resolved,30,Remote Support,Chat,1,Already has AI
28-01-2025,ADB-4214-6627,theresa550@sbcglobal.net,tel10017,How To,Resolved,28,Remote Support,Phone,3,Already has AI
28-01-2025,ADB-3616-9542,justin43@outlook.com,tel10044,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,4,Not Interested
28-01-2025,ADB-4382-4943,william536@outlook.com,tel10072,Download/ Install,Resolved,30,Remote Support,Phone,1,AI Sold
28-01-2025,ADB-3057-9850,alyssa66@yahoo.com,tel10025,Update,Resolved,25,Remote Support,Chat,4,Already has AI
28-01-2025,ADB-3093-2623,sherry92@aol.com,tel10014,Download/ Install,Resolved,30,Remote Support,Phone,1,Not Interested
28-01-2025,ADB-9422-5858,mary655@yahoo.com,tel10071,How To,Resolved,17,Shared Self-Help Article,Phone,2,AI Sold
29-01-2025,ADB-3410-7291,kevin904@sbcglobal.net,tel10009,Update,Resolved,17,Shared Self-Help Article,Chat,2,AI Sold
29-01-2025,ADB-5404-5193,nancy12@outlook.com,tel10086,How To,Resolved,19,Shared Self-Help Article,Chat,2,AI Sold
29-01-2025,ADB-1432-6219,stephen70@gmail.com,tel10032,How To,Pending Agent Action,19,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-9118-4400,linda619@yahoo.com,tel10085,Update,Resolved,27,Remote Support,Chat,4,Already has AI
29-01-2025,ADB-6795-7806,gloria248@yahoo.com,tel10091,Update,Resolved,17,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-3016-7514,heidi591@gmail.com,tel10009,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-6649-7997,samantha53@sbcglobal.net,tel10090,Update,Resolved,26,Remote Support,Chat,5,Not Interested
29-01-2025,ADB-9047-1756,jacob518@gmail.com,tel10096,Update,Resolved,15,Shared Self-Help Article,Phone,4,Not Interested
29-01-2025,ADB-4471-3870,michael626@gmail.com,tel10050,Provisioning Issue,Resolved,28,Remote Support,Phone,,Already has AI
29-01-2025,ADB-5455-1595,lisa200@gmail.com,tel10067,Update,Resolved,29,Remote Support,Phone,1,Not Interested
29-01-2025,ADB-8317-7482,leslie821@comcast.net,tel10030,How To,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-5342-4813,sydney423@bellsouth.net,tel10097,Download/ Install,Resolved,29,Remote Support,Phone,3,AI Sold
29-01-2025,ADB-8176-3484,michele515@aol.com,tel10035,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,,Already has AI
29-01-2025,ADB-3450-9163,amanda271@bellsouth.net,tel10081,Activation Issue,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-3504-4777,kayla255@aol.com,tel10052,Update,Resolved,28,Remote Support,Phone,3,Already has AI
29-01-2025,ADB-5254-2721,justin563@sbcglobal.net,tel10032,Provisioning Issue,Resolved,27,Remote Support,Phone,4,AI Sold
29-01-2025,ADB-2292-9166,brandi566@bellsouth.net,tel10061,Activation Issue,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-1363-7912,susan864@gmail.com,tel10030,Update,Resolved,30,Remote Support,Chat,,Already has AI
29-01-2025,ADB-9428-9030,christopher325@bellsouth.net,tel10064,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-2036-6556,wanda282@aol.com,tel10075,Download/ Install,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-6774-1659,crystal140@sbcglobal.net,tel10084,Update,Pending Customer Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-8660-6843,heather808@gmail.com,tel10001,Update,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
29-01-2025,ADB-4259-9899,john341@outlook.com,tel10066,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,2,Not Interested
29-01-2025,ADB-8414-5047,theresa75@outlook.com,tel10046,How To,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-4799-3862,paul802@comcast.net,tel10002,How To,Resolved,27,Remote Support,Chat,2,Already has AI
29-01-2025,ADB-7111-3119,alexandra58@comcast.net,tel10039,Activation Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-5764-6184,zachary277@sbcglobal.net,tel10036,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,5,Not Interested
29-01-2025,ADB-9039-5968,jason34@gmail.com,tel10096,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,2,Already has AI
29-01-2025,ADB-4247-3444,andrea341@sbcglobal.net,tel10047,Download/ Install,Resolved,29,Remote Support,Phone,4,Not Interested
29-01-2025,ADB-3438-9545,michelle102@sbcglobal.net,tel10035,Activation Issue,Resolved,27,Remote Support,Phone,1,Already has AI
29-01-2025,ADB-5612-1960,kimberly987@gmail.com,tel10083,Provisioning Issue,Resolved,15,Shared Self-Help Article,Chat,5,Already has AI
29-01-2025,ADB-7966-6533,ana38@sbcglobal.net,tel10074,Update,Callback Scheduled,20,SME Callback Scheduled,Phone,,Issue not Resolved
29-01-2025,ADB-2322-5369,leonard771@yahoo.com,tel10066,Provisioning Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-1250-6618,jillian559@gmail.com,tel10023,Activation Issue,Resolved,26,Remote Support,Phone,4,AI Sold
29-01-2025,ADB-3462-4064,suzanne299@outlook.com,tel10061,How To,Resolved,30,Remote Support,Chat,1,AI Sold
29-01-2025,ADB-1050-4729,kelly625@yahoo.com,tel10032,Activation Issue,Resolved,15,Shared Self-Help Article,Chat,4,Already has AI
29-01-2025,ADB-6530-4766,david267@gmail.com,tel10074,Provisioning Issue,Callback Scheduled,15,SME Callback Scheduled,Phone,,Issue not Resolved
29-01-2025,ADB-4060-5722,yvette849@aol.com,tel10064,How To,Resolved,25,Remote Support,Phone,4,Not Interested
29-01-2025,ADB-3876-7211,jake498@sbcglobal.net,tel10033,How To,Resolved,19,Shared Self-Help Article,Phone,1,AI Sold
29-01-2025,ADB-9008-3373,becky478@comcast.net,tel10002,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-5956-3240,colleen461@outlook.com,tel10063,Provisioning Issue,Resolved,18,Shared Self-Help Article,Chat,3,Already has AI
29-01-2025,ADB-6454-6194,michael815@gmail.com,tel10072,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-8216-5942,barbara965@bellsouth.net,tel10076,Activation Issue,Resolved,25,Remote Support,Chat,3,Already has AI
29-01-2025,ADB-1866-1508,melissa494@bellsouth.net,tel10093,Download/ Install,Callback Scheduled,20,SME Callback Scheduled,Phone,,Issue not Resolved
29-01-2025,ADB-7588-1251,monica17@gmail.com,tel10046,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,5,Already has AI
29-01-2025,ADB-2256-4903,clinton442@bellsouth.net,tel10050,Activation Issue,Pending Customer Action,19,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-2437-1235,anthony951@aol.com,tel10085,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,4,Already has AI
29-01-2025,ADB-9108-4713,tanya837@bellsouth.net,tel10055,Download/ Install,Resolved,28,Remote Support,Phone,5,Already has AI
29-01-2025,ADB-9696-1516,benjamin287@yahoo.com,tel10095,Download/ Install,Resolved,27,Remote Support,Chat,3,AI Sold
29-01-2025,ADB-7126-8309,jessica57@sbcglobal.net,tel10086,How To,Resolved,27,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-8917-7920,ronald607@gmail.com,tel10047,Activation Issue,Resolved,26,Remote Support,Chat,4,Already has AI
29-01-2025,ADB-1338-1120,jeff95@aol.com,tel10090,Activation Issue,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-4374-1198,kenneth705@gmail.com,tel10068,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
29-01-2025,ADB-7631-1611,janice193@yahoo.com,tel10075,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,2,AI Sold
29-01-2025,ADB-9083-7916,jon47@bellsouth.net,tel10075,How To,Resolved,27,Remote Support,Chat,,Not Interested
29-01-2025,ADB-7719-6751,chelsea719@bellsouth.net,tel10060,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,4,Not Interested
29-01-2025,ADB-2986-2290,david162@gmail.com,tel10090,Download/ Install,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-8701-7948,kathryn873@comcast.net,tel10020,Update,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
29-01-2025,ADB-8504-2857,nicholas969@bellsouth.net,tel10011,Download/ Install,Resolved,29,Remote Support,Phone,2,Not Interested
29-01-2025,ADB-1086-4785,dakota891@outlook.com,tel10007,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,5,Not Interested
29-01-2025,ADB-7086-8754,kelly83@comcast.net,tel10058,How To,Resolved,17,Shared Self-Help Article,Chat,3,Already has AI
29-01-2025,ADB-3666-4498,amber935@gmail.com,tel10033,How To,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-8316-2730,isaac309@comcast.net,tel10038,Download/ Install,Resolved,28,Remote Support,Phone,5,AI Sold
